11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,18,11,11,11,11,11,11,11,11,11,4,4,4,4
11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,11,11,11,11,11,11,18,4,4,18,18
11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,11,11,18,18,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18
11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,18
11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,4,4,11
11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,11,11,0,0,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,18,18,18,11,11,11,11
11,18,0,0,0,0,0,0,0,0,0,0,0,0,4,4,18,18,11,11,11,0,0,18,18,18,18,4,4,4,0,0,0,0,0,0,0,0,0,0,11,11,18,18,18,18,4,11,11,11
11,11,0,0,0,0,0,0,0,0,0,0,0,0,4,18,18,18,18,18,18,4,0,18,4,4,4,4,4,4,0,0,0,18,18,18,18,4,18,0,11,11,18,18,18,18,4,11,11,11
11,11,18,0,0,0,0,0,0,0,0,0,18,0,0,0,11,11,11,11,4,0,0,18,11,11,11,11,11,11,4,0,0,0,4,4,18,18,0,0,0,11,11,4,4,4,4,11,11,11
11,11,4,4,4,4,11,11,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,18,11,11,11,18,18,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,18,18
18,4,4,4,4,4,4,4,0,0,0,18,18,11,0,0,0,0,0,0,0,0,0,18,11,11,11,18,18,11,11,11,11,11,11,4,4,0,0,0,0,0,0,18,18,11,11,11,18,18
18,11,0,0,0,0,0,0,0,0,4,4,4,11,0,0,0,0,0,0,11,11,11,11,4,4,11,18,18,4,4,4,11,11,11,11,11,4,4,4,4,11,11,11,11,11,11,11,18,18
18,0,0,0,0,0,0,18,18,18,18,4,4,11,0,0,0,0,11,11,11,11,11,11,18,4,11,11,4,4,4,4,11,11,11,11,18,18,18,18,18,18,18,11,11,11,11,11,11,18
18,0,11,11,4,4,18,11,11,18,18,0,0,0,0,0,0,0,0,18,18,18,18,18,18,4,11,11,4,4,11,11,18,18,18,18,18,18,18,18,18,18,18,18,11,11,11,11,11,18
18,0,4,4,4,4,18,0,0,0,0,0,4,4,18,18,18,0,0,18,18,18,18,18,18,11,11,11,4,4,4,4,18,18,18,18,4,4,4,4,4,18,18,18,11,11,11,4,4,18
18,18,4,4,4,4,18,11,11,11,0,0,11,11,18,18,11,0,0,11,11,11,11,18,18,11,11,11,11,11,18,18,18,18,18,4,4,4,4,4,4,18,18,18,18,18,18,4,4,18
18,18,4,4,4,4,11,11,11,11,0,0,0,0,0,0,0,0,0,11,11,11,11,11,0,0,0,0,4,4,4,4,11,11,11,11,11,11,11,11,11,11,4,4,18,18,18,11,18,18
18,11,11,11,4,4,11,11,11,18,18,18,18,0,0,0,0,0,0,11,11,11,11,0,0,0,0,0,4,4,4,4,0,0,0,0,0,11,11,11,11,11,4,4,18,18,11,11,18,18
18,11,11,11,4,4,18,18,18,4,4,18,18,18,18,18,18,0,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,18,11,4,4,4
18,18,18,18,18,18,18,18,18,4,4,18,18,18,18,18,18,4,4,4,4,4,4,4,4,11,11,18,18,18,18,18,18,4,4,4,4,18,18,18,18,18,18,18,18,18,11,4,4,4
